"","Position","C.T","G.A"
"1",1,0.842803827552254,0
"2",2,0.798617539025921,0
"3",3,0.748235238596141,0
"4",4,0.693676420283434,0
"5",5,0.637797764811832,0
"6",6,0.583739812578665,0
"7",7,0.534251673868048,0
"8",8,0.491183465156944,0
"9",9,0.455322225211384,0
"10",10,0.426543930608105,0
"11",11,0.404125799243006,0
"12",12,0.38706299988143,0
"13",-12,0.38706299988143,0
"14",-11,0.404125799243006,0
"15",-10,0.426543930608105,0
"16",-9,0.455322225211384,0
"17",-8,0.491183465156944,0
"18",-7,0.534251673868048,0
"19",-6,0.583739812578665,0
"20",-5,0.637797764811832,0
"21",-4,0.693676420283434,0
"22",-3,0.748235238596141,0
"23",-2,0.798617539025921,0
"24",-1,0.842803827552254,0
