pos	5pC>T
1	0.323379742130993
2	0.186189185333143
3	0.103367241294309
4	0.131574983430741
5	0.0991801147018163
6	0.100315394904143
7	0.081868197584021
8	0.0740404911258436
9	0.0742211900376391
10	0.0642026879767526
11	0.0598572601886205
12	0.0570816472268508
13	0.0547470972090316
14	0.0528141418246205
15	0.051712144686502
16	0.0501981505944518
17	0.0503578399479506
18	0.0495745995532107
19	0.0488370673341066
20	0.0497364859027158
21	0.0496878704069538
22	0.05197313954558
23	0.0550270553325188
24	0.0554593546952198
25	0.0589730708925119
