"","Position","C.T","G.A"
"1",1,0.920715843132749,0
"2",2,0.894323990225061,0
"3",3,0.864336104234814,0
"4",4,0.833171866870396,0
"5",5,0.803122364918629,0
"6",6,0.775747432044356,0
"7",7,0.751803821728763,0
"8",8,0.731444857584358,0
"9",9,0.714465856622094,0
"10",10,0.700492345776734,0
"11",11,0.68909684495815,0
"12",12,0.679862059518474,0
"13",-12,0.679862059518474,0
"14",-11,0.68909684495815,0
"15",-10,0.700492345776734,0
"16",-9,0.714465856622094,0
"17",-8,0.731444857584358,0
"18",-7,0.751803821728763,0
"19",-6,0.775747432044356,0
"20",-5,0.803122364918629,0
"21",-4,0.833171866870396,0
"22",-3,0.864336104234814,0
"23",-2,0.894323990225061,0
"24",-1,0.920715843132749,0
