# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_ssLibs/input/GOY005.A0103.SG1.4_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	37	785
+	33	1381
+	50	160
+	34	1275
+	32	1698
+	35	1142
+	42	503
+	40	453
+	31	1922
+	43	459
+	39	534
+	30	2215
+	46	276
+	53	93
+	36	914
+	38	613
+	59	44
+	44	413
+	61	33
+	47	281
+	70	7
+	56	62
+	45	328
+	49	165
+	41	408
+	48	205
+	63	24
+	69	12
+	52	95
+	54	76
+	55	85
+	76	9
+	57	42
+	65	21
+	64	22
+	67	17
+	74	9
+	29	20
+	51	125
+	60	27
+	68	13
+	95	4
+	80	8
+	58	47
+	75	7
+	72	5
+	28	4
+	79	4
+	71	7
+	73	10
+	62	22
+	82	5
+	84	3
+	77	6
+	66	15
+	100	2
+	93	3
+	108	1
+	78	5
+	90	1
+	81	4
+	87	2
+	112	1
+	129	1
+	88	1
+	94	1
+	86	2
+	101	2
+	104	1
+	98	1
-	33	1361
-	43	430
-	32	1735
-	34	1250
-	38	651
-	31	2008
-	59	33
-	63	25
-	52	106
-	42	533
-	39	503
-	68	12
-	30	2176
-	36	874
-	35	1063
-	48	201
-	40	450
-	67	14
-	45	288
-	47	225
-	60	30
-	37	745
-	49	175
-	41	382
-	44	374
-	54	63
-	66	17
-	51	126
-	53	110
-	57	41
-	50	146
-	58	53
-	46	280
-	55	55
-	65	22
-	56	48
-	29	20
-	79	4
-	80	4
-	64	17
-	71	8
-	75	12
-	78	6
-	72	5
-	62	18
-	85	4
-	69	15
-	73	10
-	70	20
-	61	23
-	104	1
-	89	1
-	93	2
-	86	1
-	100	1
-	98	2
-	77	4
-	74	5
-	137	1
-	118	1
-	107	1
-	94	1
-	82	2
-	90	1
-	99	1
-	87	1
-	92	2
-	81	1
-	83	4
-	28	3
-	84	1
-	76	1
-	121	1
-	131	1
-	95	1
