pos	5pC>T
1	0.188142159339734
2	0.101962802323017
3	0.0631650634204478
4	0.0714347712872146
5	0.0582269244801167
6	0.056005635787249
7	0.0472238857045085
8	0.0514054977480975
9	0.0464579055441478
10	0.0396612805668366
11	0.042024333806076
12	0.0381763953983809
13	0.0349460005268241
14	0.036055469953775
15	0.0381272054393666
16	0.0342061183108525
17	0.0369342277739224
18	0.0336546592254355
19	0.0338759348878135
20	0.035964035964036
21	0.0369087837837838
22	0.0396643109540636
23	0.0446283548611648
24	0.0457421340629275
25	0.0441805640443552
