pos	3pG>A
1	0.0267537392037076
2	0.0278556739577491
3	0.0244981286151752
4	0.0217350037965072
5	0.0219444444444444
6	0.0230743128605361
7	0.0211665098777046
8	0.0201713180436585
9	0.0212371481543907
10	0.0182270091135046
11	0.0195072808865281
12	0.0198975736713962
13	0.0165497391617197
14	0.0156193895870736
15	0.0194669563037848
16	0.0181130035144634
17	0.0156068848657808
18	0.0189541940310915
19	0.0171601315906464
20	0.0185979971387697
21	0.0178496253262608
22	0.0183937352030596
23	0.0187691752391265
24	0.0166917042230012
25	0.0165503667919127
