"","Position","C.T","G.A"
"1",1,0.716761236917904,0
"2",2,0.416091488432304,0
"3",3,0.17198614688913,0
"4",4,0.0603299727786585,0
"5",5,0.0221809529266982,0
"6",6,0.0104456535997156,0
"7",7,0.00693453376766848,0
"8",8,0.0058852659672663,0
"9",9,0.00556933103048819,0
"10",10,0.0054732118825704,0
"11",11,0.00544363783717437,0
"12",12,0.00543443347697507,0
"13",-12,0.00543443347697507,0
"14",-11,0.00544363783717437,0
"15",-10,0.0054732118825704,0
"16",-9,0.00556933103048819,0
"17",-8,0.0058852659672663,0
"18",-7,0.00693453376766848,0
"19",-6,0.0104456535997156,0
"20",-5,0.0221809529266982,0
"21",-4,0.0603299727786585,0
"22",-3,0.17198614688913,0
"23",-2,0.416091488432304,0
"24",-1,0.716761236917904,0
