# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/mapDamage2_ssLibs/input/FUM003.A0102.SG1.4_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	42	62
+	34	145
+	36	104
+	46	35
+	33	160
+	37	84
+	32	198
+	35	131
+	50	21
+	40	51
+	43	57
+	38	91
+	30	260
+	57	12
+	47	30
+	44	58
+	55	11
+	31	196
+	62	2
+	87	2
+	51	15
+	41	49
+	39	62
+	49	21
+	45	40
+	60	4
+	48	31
+	64	2
+	67	5
+	52	18
+	68	3
+	53	15
+	61	5
+	58	4
+	54	5
+	56	10
+	59	5
+	65	1
+	28	2
+	76	7
+	74	3
+	66	4
+	29	2
+	79	1
+	82	2
+	69	1
+	86	1
+	71	3
+	72	1
+	112	1
+	81	1
+	63	1
+	70	1
-	37	86
-	33	176
-	31	239
-	47	32
-	46	40
-	38	78
-	34	140
-	30	264
-	45	34
-	35	120
-	32	209
-	67	2
-	41	49
-	36	86
-	39	43
-	43	63
-	105	1
-	42	69
-	50	14
-	49	21
-	40	55
-	51	15
-	76	4
-	63	3
-	44	56
-	65	6
-	56	5
-	53	11
-	54	10
-	48	21
-	90	1
-	71	4
-	74	1
-	58	6
-	52	14
-	70	1
-	28	3
-	64	5
-	60	4
-	62	5
-	83	1
-	59	7
-	78	3
-	66	1
-	85	2
-	55	3
-	73	1
-	68	1
-	61	2
-	57	4
-	77	1
-	69	1
-	80	2
-	86	1
-	104	1
-	72	1
-	29	1
