pos	3pG>A
1	0.0364321608040201
2	0.0346051464063886
3	0.0200642054574639
4	0.0353901996370236
5	0.0267011197243755
6	0.0235008103727715
7	0.0253853127833182
8	0.0204953031596926
9	0.0218487394957983
10	0.0185528756957328
11	0.0248927038626609
12	0.0234113712374582
13	0.016
14	0.0107883817427386
15	0.0237704918032787
16	0.0200174064403829
17	0.0176678445229682
18	0.0249027237354086
19	0.0163511187607573
20	0.0192475940507437
21	0.0221674876847291
22	0.0159151193633952
23	0.0237691001697793
24	0.0185933710590137
25	0.0246913580246914
