pos	5pC>T
1	0.201180168753102
2	0.100221113796472
3	0.0518782529984159
4	0.0514844688518963
5	0.0375408625962248
6	0.0386188361766768
7	0.0317017082785808
8	0.0285492973331858
9	0.0287635194387606
10	0.0261478163493841
11	0.0256863059881201
12	0.0260180345758429
13	0.0291003760485971
14	0.0279727950855638
15	0.027524533999187
16	0.0277309980913888
17	0.0283429831816929
18	0.0279365079365079
19	0.0268016334042676
20	0.0271313554648726
21	0.0306364741993398
22	0.0287027057689035
23	0.0288721141660698
24	0.0275304115010768
25	0.0296
