# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_ssLibs/input/CDM020.A0102.SG1.4_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	32	681
+	44	672
+	76	2998
+	53	504
+	51	524
+	39	640
+	60	367
+	46	585
+	62	358
+	47	571
+	56	479
+	50	576
+	41	629
+	79	205
+	48	582
+	98	112
+	30	675
+	66	310
+	58	389
+	54	455
+	31	733
+	38	702
+	63	339
+	33	697
+	89	132
+	37	725
+	35	741
+	45	629
+	137	32
+	34	709
+	64	365
+	112	70
+	55	442
+	94	115
+	43	649
+	74	230
+	109	99
+	65	331
+	73	548
+	75	448
+	68	320
+	36	703
+	103	95
+	78	214
+	71	290
+	69	275
+	61	360
+	59	394
+	91	161
+	72	322
+	113	64
+	101	107
+	124	64
+	132	47
+	83	192
+	49	556
+	99	124
+	67	278
+	77	245
+	111	81
+	102	103
+	136	44
+	42	684
+	117	53
+	134	52
+	118	77
+	52	520
+	40	626
+	90	144
+	138	49
+	57	403
+	108	82
+	127	59
+	82	157
+	125	58
+	70	283
+	80	208
+	105	93
+	88	144
+	107	97
+	86	148
+	106	98
+	81	166
+	119	64
+	104	98
+	93	135
+	84	155
+	95	104
+	116	52
+	100	95
+	96	111
+	114	69
+	85	157
+	122	65
+	140	34
+	133	48
+	123	60
+	115	64
+	110	77
+	126	61
+	97	109
+	121	67
+	131	46
+	92	138
+	120	67
+	130	58
+	87	153
+	139	28
+	141	30
+	129	56
+	135	42
+	128	47
+	29	5
-	37	689
-	76	3191
-	59	386
-	65	336
-	75	512
-	67	307
-	38	671
-	50	509
-	33	668
-	66	306
-	41	698
-	46	593
-	83	164
-	47	584
-	72	381
-	73	513
-	39	633
-	80	184
-	88	149
-	64	372
-	57	390
-	85	157
-	56	460
-	119	57
-	118	68
-	31	707
-	55	441
-	43	651
-	42	723
-	34	692
-	35	745
-	45	580
-	62	361
-	69	273
-	53	466
-	36	707
-	86	199
-	116	77
-	89	149
-	54	438
-	40	699
-	101	113
-	132	47
-	44	614
-	60	368
-	52	534
-	48	555
-	32	722
-	51	540
-	84	182
-	49	605
-	77	245
-	112	70
-	30	657
-	82	174
-	103	86
-	79	194
-	74	283
-	108	107
-	128	41
-	126	48
-	104	111
-	68	306
-	61	373
-	102	95
-	107	71
-	122	70
-	92	134
-	63	309
-	114	81
-	138	36
-	110	78
-	71	313
-	90	137
-	115	64
-	93	134
-	113	79
-	117	78
-	96	121
-	95	138
-	70	281
-	136	39
-	134	43
-	130	53
-	109	88
-	100	93
-	99	127
-	81	191
-	97	119
-	78	193
-	87	155
-	111	57
-	127	51
-	91	152
-	137	36
-	58	403
-	94	123
-	123	70
-	98	104
-	133	46
-	141	25
-	139	39
-	120	65
-	129	42
-	121	62
-	105	81
-	125	58
-	124	54
-	140	46
-	106	87
-	131	49
-	135	42
-	29	1
