pos	3pG>A
1	0.0137382037619567
2	0.0118727336530588
3	0.00975427749053888
4	0.0111501997495677
5	0.00943505441074323
6	0.0106461294524039
7	0.012166894177696
8	0.00895362024711992
9	0.00941662838768948
10	0.0101292975034261
11	0.00978345164946609
12	0.00999488897722755
13	0.0102919919051749
14	0.00816254624464149
15	0.0106436614195283
16	0.00998248686514886
17	0.00918504651026736
18	0.00971307357374121
19	0.0102146814404432
20	0.00888732970823832
21	0.00827702702702703
22	0.00959232613908873
23	0.0098228380985792
24	0.00924842609616135
25	0.0108011320972679
