pos	5pC>T
1	0.32625
2	0.213881019830028
3	0.175616835994194
4	0.150720838794233
5	0.142857142857143
6	0.118571428571429
7	0.104285714285714
8	0.0852503382949932
9	0.0724043715846995
10	0.0557823129251701
11	0.0780856423173804
12	0.0599721059972106
13	0.0532467532467532
14	0.0490066225165563
15	0.0423497267759563
16	0.0347129506008011
17	0.0424966799468791
18	0.0445682451253482
19	0.0427586206896552
20	0.0505181347150259
21	0.0386206896551724
22	0.0305131761442441
23	0.0314547837483617
24	0.0366847826086957
25	0.0391061452513966
