pos	3pG>A
1	0.380300957592339
2	0.28169014084507
3	0.190760059612519
4	0.165768194070081
5	0.136034732272069
6	0.13215859030837
7	0.129213483146067
8	0.0930851063829787
9	0.0779411764705882
10	0.0655957161981258
11	0.0551181102362205
12	0.0843060959792477
13	0.0562770562770563
14	0.0428176795580111
15	0.04
16	0.046070460704607
17	0.0457433290978399
18	0.0413694721825963
19	0.0378787878787879
20	0.0327653997378768
21	0.0356200527704486
22	0.0404858299595142
23	0.0384087791495199
24	0.0413333333333333
25	0.0471821756225426
