# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/out/CDM020.A0101.SG1.1_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	35	53
+	53	30
+	50	40
+	79	13
+	44	38
+	30	36
+	33	38
+	96	4
+	46	45
+	45	50
+	52	31
+	82	10
+	47	40
+	54	22
+	38	47
+	64	29
+	43	47
+	84	10
+	40	39
+	74	16
+	75	19
+	49	37
+	93	6
+	83	6
+	88	10
+	90	9
+	68	24
+	32	39
+	58	25
+	76	50
+	99	5
+	37	40
+	71	17
+	100	4
+	63	15
+	85	2
+	41	26
+	36	58
+	103	5
+	69	15
+	78	16
+	31	37
+	110	2
+	48	30
+	51	28
+	113	2
+	98	4
+	117	3
+	60	24
+	57	26
+	59	17
+	66	22
+	114	3
+	128	3
+	42	28
+	61	16
+	81	9
+	34	32
+	56	22
+	39	38
+	67	20
+	72	12
+	108	4
+	106	6
+	121	3
+	126	2
+	65	18
+	55	30
+	97	2
+	129	2
+	107	3
+	80	5
+	62	24
+	101	3
+	73	20
+	133	1
+	86	8
+	124	1
+	95	7
+	109	1
+	77	12
+	102	2
+	119	2
+	123	2
+	118	3
+	112	3
+	70	9
+	92	4
+	89	4
+	91	3
+	94	2
+	125	1
+	105	2
+	132	1
+	122	1
+	115	1
+	127	1
+	87	1
+	120	1
+	104	3
+	111	2
+	137	1
-	79	8
-	102	5
-	97	3
-	42	36
-	63	20
-	76	53
-	59	12
-	47	38
-	34	32
-	75	22
-	37	56
-	44	37
-	45	38
-	33	40
-	38	49
-	39	48
-	51	30
-	53	25
-	48	32
-	50	31
-	32	38
-	40	35
-	125	2
-	71	18
-	41	35
-	58	18
-	54	20
-	65	17
-	31	35
-	86	9
-	61	24
-	68	16
-	52	30
-	55	31
-	57	29
-	35	39
-	60	19
-	56	33
-	85	9
-	96	6
-	43	46
-	84	6
-	30	32
-	36	33
-	62	23
-	128	1
-	101	5
-	127	1
-	95	2
-	77	10
-	49	37
-	130	1
-	103	4
-	46	41
-	72	22
-	66	16
-	89	6
-	136	1
-	105	3
-	70	12
-	78	13
-	93	6
-	67	16
-	118	4
-	90	9
-	73	17
-	119	4
-	91	4
-	64	20
-	74	13
-	69	21
-	83	8
-	107	3
-	133	2
-	92	6
-	87	8
-	123	3
-	98	2
-	81	2
-	106	4
-	82	6
-	80	5
-	131	3
-	100	3
-	108	5
-	99	3
-	94	8
-	113	4
-	104	3
-	109	1
-	116	1
-	120	1
-	122	3
-	111	3
-	110	2
-	126	1
-	117	2
-	121	3
-	124	1
-	129	1
-	115	1
-	112	1
-	141	1
-	134	1
-	114	1
