# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/out/BAN001.A0101.SG1.1_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	31	5
+	45	1
+	47	1
+	33	4
+	30	4
+	52	1
+	35	2
+	28	1
+	76	1
+	62	1
+	48	1
+	61	1
+	32	8
+	38	3
+	40	2
+	43	3
+	39	4
+	44	1
+	37	1
+	42	1
+	46	2
+	49	1
+	54	2
+	34	2
+	50	1
+	56	1
-	47	1
-	37	4
-	30	7
-	40	1
-	38	3
-	52	1
-	43	8
-	76	1
-	32	4
-	33	4
-	31	10
-	55	1
-	34	6
-	59	1
-	42	7
-	36	4
-	39	2
-	50	2
-	46	1
-	44	3
-	65	1
-	45	1
-	79	1
