"","Position","C.T","G.A"
"1",1,0.308677159561274,0.0687436934246308
"2",2,0.0927109793111631,0.0680555857126449
"3",3,0.0320141995444187,0.0460189556477354
"4",4,0.0159012666586156,0.032476235863428
"5",5,0.0118221495257213,0.0245189133139095
"6",6,0.0104293295850568,0.02016738700803
"7",7,0.0102829057789669,0.0172408459816134
"8",8,0.0126380974345815,0.0130962514496569
"9",9,0.0159735226285887,0.00843960547405824
"10",10,0.0178862666967488,0.00554528281928708
"11",11,0.0174811338438972,0.00541809960045198
"12",12,0.014655714132268,0.0080323569751427
"13",-12,0.00836477193262052,0.0143763808291224
"14",-11,0.0071939323571138,0.015894141432177
"15",-10,0.00743849710193296,0.0162005134878758
"16",-9,0.00895524937892879,0.0155291932423954
"17",-8,0.00949687857299733,0.0161665021405447
"18",-7,0.00888989056958697,0.0185425111847004
"19",-6,0.00915936985779908,0.0213173924601131
"20",-5,0.0116915546251419,0.0246344634285053
"21",-4,0.0193415359950669,0.0294326397896596
"22",-3,0.0328911723589603,0.0452260033843564
"23",-2,0.0632328125922368,0.0969509934378171
"24",-1,0.153736294785334,0.268934300357525
