pos	5pC>T
1	0.0980392156862745
2	0.040650406504065
3	0.025
4	0.00961538461538462
5	0.0185185185185185
6	0.0350877192982456
7	0.00763358778625954
8	0.0169491525423729
9	0.0272727272727273
10	0.0517241379310345
11	0.0232558139534884
12	0.019047619047619
13	0.0163934426229508
14	0.0305343511450382
15	0.0272727272727273
16	0.0310077519379845
17	0
18	0.00943396226415094
19	0.0263157894736842
20	0.032258064516129
21	0.0168067226890756
22	0.00775193798449612
23	0.0223880597014925
24	0.015748031496063
25	0.00806451612903226
