pos	5pC>T
1	0.43166267821632
2	0.222577304863244
3	0.10679719657359
4	0.0797618144580141
5	0.0605301424341702
6	0.0471986613582598
7	0.0372361496236772
8	0.029950827000447
9	0.0255475802871097
10	0.0219370243247277
11	0.0220065727214852
12	0.0223260837181588
13	0.0207491941161214
14	0.0228604012233684
15	0.0227117706701078
16	0.0211995194529156
17	0.0209772054623812
18	0.0198241113961158
19	0.019415704092991
20	0.0185201048501773
21	0.017661823711548
22	0.0167451404283385
23	0.0177096446000241
24	0.016464774969117
25	0.015611241561491
