# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_dsLibs/input/GDN001.A0101.SG1.1_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	83	287
+	55	1844
+	41	1550
+	43	2120
+	57	1536
+	70	915
+	69	902
+	39	1500
+	85	246
+	46	2082
+	67	1115
+	51	1971
+	59	1354
+	45	2174
+	79	446
+	54	1845
+	58	1527
+	38	1437
+	64	1341
+	42	2070
+	61	1323
+	73	689
+	32	1075
+	48	2134
+	35	1277
+	76	705
+	102	68
+	80	412
+	68	957
+	111	29
+	56	1611
+	60	1298
+	44	2079
+	91	188
+	52	1964
+	71	756
+	66	1164
+	36	1388
+	47	2049
+	34	1351
+	62	1174
+	107	45
+	31	1036
+	33	1176
+	74	651
+	50	2030
+	75	591
+	72	750
+	40	1570
+	88	204
+	30	907
+	49	2125
+	89	174
+	65	1255
+	93	151
+	37	1485
+	53	1825
+	63	1135
+	106	42
+	97	114
+	82	333
+	100	81
+	81	386
+	78	511
+	77	548
+	126	8
+	96	120
+	121	25
+	86	231
+	84	253
+	94	138
+	98	92
+	90	199
+	87	221
+	29	3
+	116	16
+	119	13
+	92	170
+	95	107
+	101	75
+	114	23
+	103	68
+	108	37
+	117	23
+	118	29
+	109	34
+	105	48
+	113	30
+	125	10
+	131	4
+	110	44
+	112	23
+	133	2
+	99	81
+	122	25
+	104	46
+	137	6
+	132	4
+	128	11
+	115	18
+	135	6
+	136	6
+	130	4
+	129	2
+	124	8
+	127	10
+	120	19
+	140	3
+	28	2
+	138	1
+	134	1
+	139	3
+	123	8
-	65	1240
-	44	2146
-	68	931
-	32	1060
-	78	487
-	33	1173
-	51	2035
-	72	742
-	75	628
-	71	777
-	58	1543
-	98	105
-	36	1328
-	55	1726
-	70	922
-	69	913
-	81	348
-	66	1166
-	48	2134
-	74	618
-	82	337
-	59	1385
-	34	1226
-	118	17
-	52	1963
-	43	2158
-	61	1268
-	88	222
-	90	203
-	76	694
-	46	2178
-	64	1365
-	53	1784
-	67	1114
-	57	1604
-	54	1810
-	77	493
-	47	2186
-	35	1297
-	62	1142
-	39	1462
-	42	2111
-	31	1006
-	49	2083
-	63	1175
-	30	917
-	45	2160
-	50	2050
-	40	1606
-	41	1606
-	38	1429
-	115	17
-	56	1604
-	84	303
-	37	1479
-	92	142
-	60	1395
-	80	407
-	91	222
-	79	443
-	73	691
-	95	116
-	134	4
-	107	37
-	86	231
-	93	137
-	89	171
-	94	154
-	85	251
-	105	50
-	99	92
-	83	287
-	102	61
-	97	99
-	126	9
-	110	34
-	101	66
-	103	59
-	87	187
-	125	9
-	106	50
-	123	4
-	136	9
-	135	6
-	96	99
-	127	6
-	122	10
-	100	86
-	114	26
-	109	37
-	111	31
-	113	28
-	112	33
-	104	51
-	138	6
-	116	20
-	117	32
-	131	7
-	130	3
-	119	20
-	132	4
-	124	8
-	108	35
-	120	9
-	141	2
-	29	8
-	129	6
-	121	18
-	128	7
-	133	9
-	137	4
-	139	1
-	27	1
