"","Position","C.T","G.A"
"1",1,0.869001346535471,0.159890651811955
"2",2,0.787838558873766,0.209258113444663
"3",3,0.674384048030642,0.198660433933952
"4",4,0.536132654932354,0.163949854808094
"5",5,0.392054718041174,0.125280855612987
"6",6,0.263993666787653,0.0915496600618288
"7",7,0.165687259598278,0.0647950403308863
"8",8,0.0991199574149332,0.0441264534392963
"9",9,0.0580255048903588,0.028634251299144
"10",10,0.0337484908721197,0.0178685340523616
"11",11,0.0196228665558081,0.0108592012012637
"12",12,0.0113931543255815,0.00652871514604821
"13",-12,0.00633947396444053,0.0115989090929619
"14",-11,0.0106072792775906,0.0199029655709714
"15",-10,0.0173493285217823,0.0343095905460627
"16",-9,0.0277455874594229,0.0589670875022617
"17",-8,0.0428287130189647,0.100463396866116
"18",-7,0.0630528721267591,0.167402854154391
"19",-6,0.0884938633855367,0.266503824001074
"20",-5,0.118725592535504,0.395865106788842
"21",-4,0.151845184378512,0.540534331321831
"22",-3,0.179247242764825,0.678188992400495
"23",-2,0.187965939084428,0.789886032633067
"24",-1,0.151926622063518,0.869596706045564
