# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/mapDamage2_ssLibs/input/FUM003.A0102.SG1.4_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	47	119
+	37	301
+	30	888
+	34	507
+	31	772
+	33	520
+	32	610
+	35	452
+	38	273
+	56	37
+	41	174
+	39	210
+	49	82
+	42	261
+	36	352
+	44	186
+	58	26
+	45	176
+	70	11
+	66	18
+	71	13
+	46	137
+	62	13
+	40	194
+	43	216
+	48	93
+	68	23
+	50	95
+	51	58
+	75	9
+	65	19
+	76	27
+	103	2
+	63	10
+	69	11
+	55	37
+	52	65
+	59	16
+	53	39
+	54	37
+	57	30
+	60	20
+	61	15
+	29	13
+	79	4
+	85	1
+	129	1
+	64	20
+	67	11
+	74	4
+	80	5
+	81	3
+	117	1
+	90	1
+	107	1
+	72	6
+	77	3
+	96	1
+	91	2
+	95	3
+	86	1
+	78	2
+	87	1
+	73	4
+	89	1
+	102	1
+	92	2
+	82	3
+	100	1
+	93	1
+	108	1
+	84	1
-	32	642
-	34	496
-	33	519
-	43	230
-	35	405
-	31	758
-	46	156
-	36	382
-	30	835
-	38	265
-	37	310
-	40	197
-	52	54
-	45	154
-	54	44
-	65	26
-	39	226
-	78	3
-	50	89
-	49	81
-	47	126
-	41	154
-	42	258
-	56	27
-	59	18
-	62	15
-	48	92
-	44	205
-	53	49
-	58	21
-	95	1
-	90	2
-	51	66
-	57	22
-	85	6
-	61	16
-	67	13
-	29	10
-	69	8
-	103	1
-	98	2
-	55	31
-	66	18
-	60	22
-	119	2
-	76	28
-	64	20
-	77	5
-	71	6
-	89	1
-	74	6
-	97	1
-	72	3
-	75	9
-	68	8
-	79	2
-	88	1
-	100	1
-	70	4
-	63	10
-	28	2
-	83	2
-	87	2
-	81	3
-	108	1
-	73	7
-	82	4
-	86	1
-	84	1
-	104	1
-	80	1
-	93	1
-	99	1
