"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.155128250336811,4.63402274309229e-05,0.569133186360293,0.719969391651114,0.442310333090414,-1273.07830855348
"Std.",0.0015914690645687,4.59969268041834e-05,0.0654163354329014,0.0261734298638806,0.00626495997968713,1.72056746545059
"Acceptance ratio",0.26284,0.14638,0.19378,0.17508,0.16352,0.65104
"0%",0.148544786000061,2.7304647415181e-08,0.400943895111845,0.627820391158865,0.418453977986025,-1286.16486395678
"2.5%",0.15201880965728,1.23905712320197e-06,0.458705340118132,0.668860948467842,0.430025859476512,-1277.30040350661
"5%",0.152485092730458,2.4905444084341e-06,0.473346741393165,0.677967543766432,0.432065979421607,-1276.34333756534
"7.5%",0.152821469490155,3.74464548505082e-06,0.483688171642274,0.68352296053035,0.433258984566646,-1275.78425016309
"10%",0.153072417970118,5.02331603248167e-06,0.493196679672065,0.68729601476565,0.434305785350567,-1275.37664697645
"12.5%",0.153288452799301,6.05185298132303e-06,0.499599805981919,0.690815339076884,0.435113522380916,-1275.04658080144
"15%",0.153487716823612,7.19944997233504e-06,0.503859353730271,0.692983259613516,0.435864049747501,-1274.77390592917
"17.5%",0.153653030340248,8.88983441032112e-06,0.50892528704988,0.695642775168635,0.436437341443379,-1274.54852286563
"20%",0.153792465417576,1.03713334851123e-05,0.513294438520464,0.697716268808268,0.437045938461932,-1274.33570217002
"22.5%",0.153946165846612,1.19245304510009e-05,0.517913298033737,0.699849065970761,0.437658198044654,-1274.15208870141
"25%",0.154063196730613,1.35251547045885e-05,0.522624736381365,0.701984674588446,0.438178471526483,-1273.98392798812
"27.5%",0.154171382462417,1.50940708353687e-05,0.52727233384836,0.704137349169699,0.438602058371058,-1273.81976715258
"30%",0.15429687598071,1.6596232080509e-05,0.53187768765812,0.706186123372394,0.438974832901482,-1273.68209260817
"32.5%",0.154410227081278,1.83377128977292e-05,0.535909240762517,0.707872058027487,0.439402677269318,-1273.54428451324
"35%",0.154522954142474,2.06463570376772e-05,0.540000806252353,0.70959241285952,0.439917552343716,-1273.40977068338
"37.5%",0.154629220156349,2.25666656842297e-05,0.543734431694707,0.711067068095951,0.440355394538389,-1273.2823614061
"40%",0.154717647921049,2.41781556937214e-05,0.547343026305839,0.712932699630257,0.440748882131639,-1273.16903058985
"42.5%",0.15481626171973,2.61392190424629e-05,0.550723240977218,0.714629219974986,0.441154778769126,-1273.05266290064
"45%",0.154926889903142,2.90216269798974e-05,0.554357607697226,0.716369733957443,0.441609039567445,-1272.94503683672
"47.5%",0.155011462306985,3.12122165700637e-05,0.5583304660085,0.717976190638442,0.44205605751,-1272.8422266295
"50%",0.155111768049224,3.31850649720216e-05,0.562060599539002,0.719395294651702,0.442381345395925,-1272.7408450792
"52.5%",0.155226069331757,3.55643410629748e-05,0.566030885100395,0.721040291284803,0.442741040181024,-1272.6390683744
"55%",0.155327231387227,3.80396367033848e-05,0.570523397216233,0.722492795201153,0.443094325882461,-1272.54135283624
"57.5%",0.155423961436342,4.00065783958276e-05,0.575092233597785,0.724051623453582,0.443533750355547,-1272.44791169728
"60%",0.155516593714675,4.27735723983576e-05,0.579430904062134,0.725609822928647,0.443892890022058,-1272.36132090855
"62.5%",0.155619991949857,4.51709013871666e-05,0.584358809128511,0.727474955592178,0.444195610042266,-1272.27013142599
"65%",0.155730820895851,4.82930801205418e-05,0.588660476332298,0.729165433500221,0.444615606613164,-1272.17874549677
"67.5%",0.155840737090338,5.13703291675336e-05,0.593193116787879,0.730818112781907,0.445072520469548,-1272.08985978961
"70%",0.155953696516277,5.4829007224534e-05,0.597210196501061,0.732904323612691,0.445479304544266,-1272.00147914616
"72.5%",0.156062745420818,5.92380006669096e-05,0.601830468774773,0.735271242873345,0.445925804094609,-1271.91637044503
"75%",0.156203673087449,6.3630808472405e-05,0.60688809981187,0.737292951676013,0.446313791642728,-1271.8241209551
"77.5%",0.156321854200157,6.86263992386099e-05,0.613678737905424,0.739808169519831,0.446847558925671,-1271.73336161409
"80%",0.156456983355417,7.46010737610605e-05,0.620827458896576,0.742354073175464,0.447334727765574,-1271.64190662508
"82.5%",0.156599869821881,7.99448208268704e-05,0.627825311522429,0.744387993530876,0.447934875916507,-1271.54287271807
"85%",0.156766276177824,8.73922970380482e-05,0.634357082669323,0.747275839908978,0.448578445090904,-1271.43527091705
"87.5%",0.156958858230552,9.6081825272727e-05,0.643860240371269,0.750402855853344,0.449452598205705,-1271.33681015483
"90%",0.157183784867963,0.00010557304526062,0.655552920659887,0.754082874980235,0.450344469597404,-1271.22170580723
"92.5%",0.157434908790338,0.0001182990793802,0.669319497519959,0.758511980002117,0.451370083226443,-1271.08054493002
"95%",0.157763825944553,0.000138832533664885,0.687573758506561,0.764451557986893,0.452721968651992,-1270.92862326334
"97.5%",0.158304559616719,0.000168011892127793,0.715043665195361,0.772298319394234,0.454875686330914,-1270.7288611062
"100%",0.16171171196441,0.000476786555081104,0.947888295700505,0.819530859180279,0.470037370839793,-1270.15800487413
