pos	5pC>T
1	0.136036755892928
2	0.0733292707698558
3	0.0434593654932638
4	0.0456808833080753
5	0.0359445204141434
6	0.0383944153577661
7	0.0279220779220779
8	0.0313873195229127
9	0.0345727332028702
10	0.0313802940531051
11	0.0335046248715313
12	0.0266808964781217
13	0.0268604139145751
14	0.0277834525025536
15	0.030616645105649
16	0.0272587381842163
17	0.0292433537832311
18	0.0313237502681828
19	0.0255782918149466
20	0.0296567133861467
21	0.0333832655681575
22	0.0326710816777042
23	0.0347914547304171
24	0.0332693538067818
25	0.0244553134726545
