pos	3pG>A
1	0.0128356656580938
2	0.0129295076160113
3	0.00936298277879953
4	0.0109715288825498
5	0.00870117721809421
6	0.00959109836848932
7	0.00919711657966692
8	0.00794734023254609
9	0.00858780229568257
10	0.00856560632749629
11	0.0077005606700353
12	0.00910187158266845
13	0.00925157158106986
14	0.00715857167033339
15	0.00787982045149242
16	0.00870778489417856
17	0.00780716140494738
18	0.00779325988334414
19	0.0080712964519926
20	0.00741131074810043
21	0.0081739868172029
22	0.00878015514448896
23	0.00777631556459469
24	0.00926167492825463
25	0.00825124189610171
