pos	5pC>T
1	0.428140057822037
2	0.221736896197328
3	0.107833199342864
4	0.101270020227476
5	0.0714021286441462
6	0.0620337976104033
7	0.0451288257587821
8	0.0413097585415522
9	0.0407542275652217
10	0.0340644488951851
11	0.0338019881700784
12	0.0333178623524731
13	0.0352759974164058
14	0.0377127988703613
15	0.0384950729596789
16	0.0401757175406101
17	0.0433667004561581
18	0.0418585390094418
19	0.0432195170066909
20	0.0433769831276756
21	0.0421833371706739
22	0.0426154202055587
23	0.0443091171479772
24	0.0442056945183608
25	0.0432562429992752
