# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_ssLibs/input/GDN001.A0102.SG1.3_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	32	5070
+	56	1760
+	39	3864
+	38	4023
+	55	1817
+	36	4212
+	37	4218
+	33	4838
+	49	2673
+	75	421
+	46	3200
+	30	5147
+	73	454
+	48	2788
+	45	3205
+	51	2287
+	68	787
+	65	938
+	62	1105
+	42	3657
+	31	5129
+	43	3562
+	41	3687
+	44	3450
+	53	2080
+	67	843
+	70	606
+	52	2199
+	35	4600
+	34	4637
+	54	1935
+	81	250
+	50	2546
+	40	3808
+	57	1530
+	59	1398
+	58	1499
+	47	2916
+	64	1042
+	60	1263
+	63	1017
+	66	776
+	69	622
+	61	1216
+	95	78
+	76	382
+	88	130
+	125	4
+	80	251
+	78	318
+	86	119
+	94	69
+	74	451
+	91	96
+	87	117
+	71	581
+	84	178
+	72	504
+	79	288
+	77	350
+	102	29
+	82	225
+	83	189
+	85	140
+	90	125
+	93	82
+	121	8
+	108	17
+	96	62
+	89	103
+	97	54
+	92	80
+	98	40
+	114	12
+	105	30
+	106	26
+	139	3
+	103	32
+	101	43
+	100	38
+	99	48
+	109	18
+	107	20
+	29	19
+	123	4
+	115	8
+	112	7
+	113	18
+	110	20
+	117	8
+	104	25
+	122	7
+	135	3
+	131	1
+	111	8
+	124	3
+	126	4
+	116	8
+	132	3
+	119	9
+	127	3
+	118	6
+	136	1
+	120	3
+	133	2
+	137	1
+	138	2
+	27	1
+	129	2
+	28	1
+	130	2
-	53	1991
-	58	1457
-	37	4088
-	41	3548
-	35	4497
-	50	2557
-	36	4269
-	59	1327
-	42	3682
-	67	761
-	32	5050
-	38	4020
-	45	3106
-	33	4857
-	49	2620
-	31	5055
-	55	1795
-	43	3497
-	77	330
-	34	4577
-	54	1931
-	57	1519
-	85	135
-	60	1200
-	48	2613
-	46	3104
-	56	1630
-	40	3758
-	30	5226
-	47	2949
-	39	3826
-	62	1065
-	61	1228
-	51	2306
-	65	974
-	63	942
-	86	136
-	69	632
-	73	499
-	66	795
-	52	2128
-	75	370
-	44	3467
-	110	19
-	82	211
-	72	537
-	64	966
-	95	67
-	90	95
-	76	401
-	81	230
-	70	629
-	68	780
-	92	87
-	87	114
-	74	430
-	96	60
-	79	276
-	71	540
-	84	197
-	103	27
-	94	62
-	97	66
-	83	199
-	78	274
-	121	10
-	89	123
-	100	50
-	102	32
-	80	276
-	98	46
-	104	32
-	134	2
-	91	116
-	108	15
-	101	38
-	119	9
-	99	37
-	109	17
-	114	7
-	88	104
-	93	72
-	131	3
-	115	12
-	116	7
-	105	33
-	120	5
-	129	2
-	29	9
-	106	15
-	130	1
-	123	4
-	111	22
-	107	22
-	117	5
-	112	19
-	132	3
-	125	6
-	113	10
-	127	3
-	28	4
-	118	9
-	122	1
-	140	3
-	135	2
-	126	5
-	133	2
-	128	2
-	124	2
-	137	1
-	139	1
-	141	1
-	138	1
