"","Position","C.T","G.A"
"1",1,0.926074253135736,0
"2",2,0.908363870335675,0
"3",3,0.889277850580128,0
"4",4,0.869769441384041,0
"5",5,0.850872644691951,0
"6",6,0.833489434922149,0
"7",7,0.818234032557079,0
"8",8,0.805383459316381,0
"9",9,0.794923181260151,0
"10",10,0.786641256240895,0
"11",11,0.780225502830347,0
"12",12,0.775338198101801,0
"13",-12,0.775338198101801,0
"14",-11,0.780225502830347,0
"15",-10,0.786641256240895,0
"16",-9,0.794923181260151,0
"17",-8,0.805383459316381,0
"18",-7,0.818234032557079,0
"19",-6,0.833489434922149,0
"20",-5,0.850872644691951,0
"21",-4,0.869769441384041,0
"22",-3,0.889277850580128,0
"23",-2,0.908363870335675,0
"24",-1,0.926074253135736,0
