pos	3pG>A
1	0.050967996839194
2	0.0302724520686176
3	0.0313630880579011
4	0.0305095748133723
5	0.0309436274509804
6	0.0293190416141236
7	0.0305466237942122
8	0.0245113248526218
9	0.0274485339987523
10	0.0231065468549422
11	0.0269516728624535
12	0.024266027561414
13	0.0247630693977377
14	0.027355623100304
15	0.0271754842440012
16	0.0304552590266876
17	0.0235805150480918
18	0.0275340393343419
19	0.0263561140055164
20	0.024140012070006
21	0.0258595357037908
22	0.0235221293717115
23	0.0225540993599512
24	0.0289855072463768
25	0.0276913503422526
