pos	5pC>T
1	0.3006809848088
2	0.1670526925304
3	0.119684082624544
4	0.139439906651109
5	0.109070673344463
6	0.119279176201373
7	0.0905511811023622
8	0.087887323943662
9	0.0839630562552477
10	0.0715694561848408
11	0.08009977827051
12	0.0665316748625976
13	0.0592592592592593
14	0.0712258796821793
15	0.0631548311990687
16	0.0638358506697065
17	0.0681244743481918
18	0.063213589529379
19	0.0559341283361726
20	0.0611111111111111
21	0.0525100980957877
22	0.0552706552706553
23	0.0672149744753262
24	0.0690973243163775
25	0.0633971291866029
