# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/mapDamage2_ssLibs/input/GOY006.A0102.SG1.5_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	37	374
+	31	623
+	41	265
+	33	510
+	48	162
+	55	87
+	46	181
+	38	347
+	36	442
+	39	321
+	50	127
+	49	145
+	51	95
+	54	85
+	34	509
+	32	553
+	72	17
+	42	289
+	47	178
+	30	621
+	53	69
+	35	445
+	64	33
+	40	261
+	79	4
+	73	12
+	56	64
+	57	46
+	44	230
+	43	251
+	60	52
+	59	51
+	45	227
+	66	41
+	80	12
+	61	24
+	52	106
+	76	8
+	67	24
+	58	49
+	62	28
+	68	19
+	93	2
+	75	12
+	70	22
+	63	33
+	65	25
+	91	5
+	83	5
+	81	6
+	82	8
+	77	8
+	74	11
+	88	2
+	69	19
+	84	5
+	89	3
+	71	12
+	127	1
+	86	2
+	85	2
+	104	2
+	98	3
+	96	3
+	90	2
+	87	4
+	103	1
+	78	1
+	120	1
+	101	2
+	118	1
+	29	2
+	110	1
+	102	1
+	100	1
+	92	2
+	28	1
-	40	294
-	66	23
-	35	426
-	34	516
-	43	278
-	42	302
-	39	324
-	33	519
-	87	1
-	32	578
-	64	36
-	57	58
-	31	652
-	30	638
-	46	188
-	67	31
-	41	273
-	68	22
-	44	255
-	51	101
-	50	123
-	36	400
-	38	326
-	45	214
-	37	390
-	53	84
-	54	76
-	52	121
-	48	124
-	55	62
-	74	8
-	60	45
-	49	166
-	47	138
-	79	9
-	58	51
-	56	79
-	59	44
-	76	10
-	62	41
-	63	27
-	61	33
-	70	10
-	65	34
-	73	11
-	88	3
-	93	6
-	81	6
-	111	2
-	69	22
-	75	10
-	102	2
-	85	5
-	83	3
-	96	1
-	78	7
-	72	12
-	86	4
-	80	7
-	77	8
-	92	1
-	71	11
-	95	1
-	29	2
-	97	2
-	84	4
-	114	2
-	90	1
-	126	1
-	89	3
-	91	1
-	104	1
-	98	2
-	113	1
-	82	1
-	107	2
-	99	1
