# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/mapDamage2_ssLibs/input/VLD001.A0102.SG1.2_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	38	8
+	31	38
+	60	1
+	34	16
+	36	9
+	30	48
+	32	34
+	37	14
+	33	24
+	35	9
+	41	5
+	54	1
+	39	7
+	46	5
+	43	4
+	53	1
+	47	2
+	48	2
+	59	2
+	56	1
+	64	1
+	44	3
+	42	3
+	55	1
+	51	1
+	45	2
+	40	1
+	28	1
-	37	11
-	31	54
-	36	7
-	30	41
-	35	12
-	32	27
-	34	15
-	33	15
-	45	1
-	27	1
-	40	4
-	38	5
-	44	7
-	57	1
-	42	4
-	50	4
-	39	5
-	43	1
-	86	1
-	41	6
-	46	4
-	68	1
-	71	1
-	48	2
-	53	1
-	29	1
-	47	1
-	76	1
-	28	1
