"","Position","C.T","G.A"
"1",1,0.361708591289326,0
"2",2,0.152418305873049,0
"3",3,0.0811908674124786,0
"4",4,0.0552320162514807,0
"5",5,0.0442597425699338,0
"6",6,0.0390142837691003,0
"7",7,0.0362514177285966,0
"8",8,0.0346769785576694,0
"9",9,0.033719291212329,0
"10",10,0.0331041647433165,0
"11",11,0.0326905852798441,0
"12",12,0.0324015373220902,0
"13",-12,0.0324015373220902,0
"14",-11,0.0326905852798441,0
"15",-10,0.0331041647433165,0
"16",-9,0.033719291212329,0
"17",-8,0.0346769785576694,0
"18",-7,0.0362514177285966,0
"19",-6,0.0390142837691003,0
"20",-5,0.0442597425699338,0
"21",-4,0.0552320162514807,0
"22",-3,0.0811908674124786,0
"23",-2,0.152418305873049,0
"24",-1,0.361708591289326,0
