"","Position","C.T","G.A"
"1",1,0.796760723362631,0
"2",2,0.710785073701092,0
"3",3,0.655443006217303,0
"4",4,0.620295478732823,0
"5",5,0.597491527695012,0
"6",6,0.582220207653381,0
"7",7,0.571660668655626,0
"8",8,0.564138082100817,0
"9",9,0.558625669581872,0
"10",10,0.554477681917913,0
"11",11,0.551280425852812,0
"12",12,0.548763727789964,0
"13",-12,0.548763727789964,0
"14",-11,0.551280425852812,0
"15",-10,0.554477681917913,0
"16",-9,0.558625669581872,0
"17",-8,0.564138082100817,0
"18",-7,0.571660668655626,0
"19",-6,0.582220207653381,0
"20",-5,0.597491527695012,0
"21",-4,0.620295478732823,0
"22",-3,0.655443006217303,0
"23",-2,0.710785073701092,0
"24",-1,0.796760723362631,0
