pos	3pG>A
1	0.0158540862855139
2	0.0142093681232317
3	0.01204590122361
4	0.0131266490765172
5	0.0125098244694786
6	0.0104003139717425
7	0.0136473106770136
8	0.013196093956189
9	0.0107324053596982
10	0.0134358288770053
11	0.0112403865115362
12	0.0118120456905504
13	0.0119395237168256
14	0.0118777179204258
15	0.0117973182052604
16	0.0109911424322752
17	0.0111154701190009
18	0.0125063808065339
19	0.0111702818547863
20	0.0112125162972621
21	0.0100721294431087
22	0.0118930928576096
23	0.010858189429618
24	0.0114702154626109
25	0.0116985522233713
