pos	5pC>T
1	0.350488128239123
2	0.209816190848651
3	0.119659322869008
4	0.142838742916023
5	0.110922123678775
6	0.112441184611126
7	0.0848958333333333
8	0.0820639139171582
9	0.0790269471137692
10	0.0679883002924927
11	0.0660400846508154
12	0.0587919463087248
13	0.0504599386748434
14	0.0573718757889422
15	0.0527746469535238
16	0.0480619146722164
17	0.0508540122462133
18	0.0486573793660408
19	0.0474777448071217
20	0.0503533006556751
21	0.0477552377785168
22	0.0489621087314662
23	0.0529737999617518
24	0.0505745590593266
25	0.0554744525547445
