pos	3pG>A
1	0.0378787878787879
2	0.0348432055749129
3	0.0328947368421053
4	0.0503875968992248
5	0.0218978102189781
6	0.0383275261324042
7	0.0272373540856031
8	0.0145985401459854
9	0.0441176470588235
10	0.0421940928270042
11	0.034965034965035
12	0.0208333333333333
13	0.0393700787401575
14	0.0136054421768707
15	0.0310344827586207
16	0.0225563909774436
17	0.0390070921985816
18	0.032967032967033
19	0.0181159420289855
20	0.0249110320284698
21	0.0102739726027397
22	0.0456273764258555
23	0.0494296577946768
24	0.040590405904059
25	0.0407407407407407
