"","Position","C.T","G.A"
"1",1,0.919852706007802,0
"2",2,0.858026917188596,0
"3",3,0.806092957258496,0
"4",4,0.77615541785026,0
"5",5,0.761942319793551,0
"6",6,0.755684848101138,0
"7",7,0.752977689301797,0
"8",8,0.751796281173234,0
"9",9,0.75127008879381,0
"10",10,0.751029667034535,0
"11",11,0.750916752656549,0
"12",12,0.750862221782784,0
"13",-12,0.750862221782784,0
"14",-11,0.750916752656549,0
"15",-10,0.751029667034535,0
"16",-9,0.75127008879381,0
"17",-8,0.751796281173234,0
"18",-7,0.752977689301797,0
"19",-6,0.755684848101138,0
"20",-5,0.761942319793551,0
"21",-4,0.77615541785026,0
"22",-3,0.806092957258496,0
"23",-2,0.858026917188596,0
"24",-1,0.919852706007802,0
