pos	5pC>T
1	0.194244604316547
2	0.0896057347670251
3	0.0814332247557003
4	0.0692307692307692
5	0.0474308300395257
6	0.0578231292517007
7	0.041958041958042
8	0.0553359683794466
9	0.0464285714285714
10	0.0763888888888889
11	0.056140350877193
12	0.0528301886792453
13	0.0546075085324232
14	0.024822695035461
15	0.0517241379310345
16	0.0469798657718121
17	0.062043795620438
18	0.05
19	0.0405405405405405
20	0.0512820512820513
21	0.0304182509505703
22	0.0452830188679245
23	0.043956043956044
24	0.0381944444444444
25	0.0281124497991968
