"","Position","C.T","G.A"
"1",1,0.737841811459405,0.265105853400512
"2",2,0.558353119028988,0.191652639194617
"3",3,0.363601589516556,0.121911156045735
"4",4,0.207438075108653,0.069248929567197
"5",5,0.107634616321517,0.0371669578212852
"6",6,0.0530119783188315,0.0191581593935441
"7",7,0.0253646071233175,0.00977566886497881
"8",8,0.0118904804284975,0.00508601533829477
"9",9,0.00555698523138061,0.00267278830690325
"10",10,0.0026476837259677,0.00140742682917695
"11",11,0.00130715197062849,0.000763659917905926
"12",12,0.000688216069131652,0.000441065722652195
"13",-12,0.000449045131778133,0.000681110505085173
"14",-11,0.000769553081576629,0.00130321971511956
"15",-10,0.00142031101257594,0.00263929074415048
"16",-9,0.0027102132842827,0.00553010264947341
"17",-8,0.00512239265775117,0.0118790522002037
"18",-7,0.00965436853312597,0.0255382566078212
"19",-6,0.0181730327440031,0.0540498632716856
"20",-5,0.0340807036585143,0.110512669861894
"21",-4,0.0628698707237788,0.212439958993773
"22",-3,0.108604088635085,0.371053621030403
"23",-2,0.167355870678495,0.56600819465384
"24",-1,0.231860477039378,0.742433857985337
