pos	5pC>T
1	0.194565033545695
2	0.116925136672989
3	0.0788583873001318
4	0.0746495327102804
5	0.0622012168622338
6	0.0590801886792453
7	0.0492691165336905
8	0.0426881720430108
9	0.0361746834005338
10	0.0334874348032243
11	0.0323913043478261
12	0.0308296287743202
13	0.0278942464477056
14	0.0285153481271468
15	0.0241081142988032
16	0.0224383385084071
17	0.0242258152918608
18	0.0222171060204904
19	0.0216225667327194
20	0.0212869414879248
21	0.0203457069991499
22	0.0214556661925083
23	0.0210473980775605
24	0.0203676685147359
25	0.0194099378881988
