# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_ssLibs/input/FUM002.A0102.SG1.5_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	55	378
+	36	2207
+	32	3448
+	46	1139
+	49	755
+	40	1402
+	43	1561
+	38	1916
+	53	476
+	34	2797
+	45	1218
+	30	3843
+	39	1514
+	77	52
+	62	172
+	52	554
+	48	845
+	58	256
+	42	1606
+	31	3569
+	65	202
+	71	102
+	66	157
+	41	1305
+	50	745
+	33	2917
+	59	242
+	51	583
+	75	60
+	47	1028
+	93	16
+	61	194
+	76	68
+	44	1475
+	94	9
+	69	115
+	35	2618
+	54	410
+	37	2046
+	68	146
+	82	25
+	57	261
+	70	110
+	56	342
+	95	12
+	85	18
+	64	178
+	60	160
+	29	30
+	63	137
+	67	149
+	81	33
+	72	74
+	84	31
+	74	64
+	88	16
+	73	59
+	91	19
+	100	6
+	96	8
+	79	26
+	83	23
+	78	42
+	92	9
+	80	38
+	86	17
+	101	10
+	89	16
+	119	1
+	116	1
+	111	3
+	97	10
+	140	1
+	98	5
+	118	1
+	87	13
+	107	1
+	28	3
+	99	7
+	90	13
+	109	1
+	124	1
+	117	1
+	103	4
+	104	3
+	127	3
+	105	3
+	138	1
+	110	2
+	106	4
+	108	2
+	115	3
+	125	2
+	112	1
+	102	2
-	47	1087
-	34	2718
-	46	1139
-	39	1455
-	51	606
-	35	2605
-	36	2172
-	30	3837
-	54	419
-	31	3668
-	40	1415
-	42	1682
-	77	54
-	56	341
-	60	195
-	32	3439
-	66	168
-	58	270
-	57	294
-	44	1455
-	33	2991
-	50	722
-	52	507
-	53	499
-	45	1224
-	43	1616
-	59	238
-	71	112
-	41	1311
-	37	1993
-	76	77
-	55	338
-	70	99
-	38	1839
-	69	106
-	65	190
-	72	80
-	74	63
-	49	743
-	48	836
-	61	146
-	100	11
-	93	13
-	68	137
-	92	12
-	67	134
-	64	176
-	63	129
-	86	22
-	62	161
-	78	29
-	101	13
-	84	25
-	132	1
-	91	9
-	104	3
-	73	65
-	75	54
-	87	13
-	89	23
-	85	19
-	110	6
-	80	35
-	88	15
-	81	20
-	97	7
-	79	34
-	90	9
-	83	20
-	29	26
-	98	4
-	94	10
-	95	13
-	118	2
-	105	7
-	82	34
-	113	4
-	106	2
-	107	4
-	121	2
-	99	11
-	103	6
-	114	2
-	102	6
-	116	4
-	96	6
-	119	1
-	108	2
-	122	1
-	115	2
-	112	2
-	111	1
-	27	1
-	109	2
-	125	1
-	123	1
-	135	1
-	120	1
