pos	3pG>A
1	0.0201838529176659
2	0.0221003439994808
3	0.0199234802323934
4	0.0178648228405068
5	0.019723998653652
6	0.0208388520971302
7	0.0152617508713749
8	0.018555667001003
9	0.0189389517917591
10	0.016154400681565
11	0.0161974163630341
12	0.0184288523050738
13	0.0140340594575234
14	0.0166307053941909
15	0.0189612051416274
16	0.0150880950063273
17	0.0148433385992628
18	0.0185336763330215
19	0.0150689846374637
20	0.0157114919288011
21	0.0184764322186476
22	0.0153891297968765
23	0.0168724823350723
24	0.0177751790673878
25	0.0156361513008499
