"","Position","C.T","G.A"
"1",1,0.898034167497661,0
"2",2,0.838388593594172,0
"3",3,0.814038018033748,0
"4",4,0.807066684751999,0
"5",5,0.805226864550911,0
"6",6,0.804736894491557,0
"7",7,0.804601841579204,0
"8",8,0.804563091641845,0
"9",9,0.80455152532738,0
"10",10,0.804547944352605,0
"11",11,0.804546798664904,0
"12",12,0.804546421346789,0
"13",-12,0.804546421346789,0
"14",-11,0.804546798664904,0
"15",-10,0.804547944352605,0
"16",-9,0.80455152532738,0
"17",-8,0.804563091641845,0
"18",-7,0.804601841579204,0
"19",-6,0.804736894491557,0
"20",-5,0.805226864550911,0
"21",-4,0.807066684751999,0
"22",-3,0.814038018033748,0
"23",-2,0.838388593594172,0
"24",-1,0.898034167497661,0
