pos	5pC>T
1	0.152305366591081
2	0.0882557331480195
3	0.0663063063063063
4	0.0794852384557154
5	0.075036075036075
6	0.075036075036075
7	0.0539782684893095
8	0.0749185667752443
9	0.0569550930996714
10	0.0644007155635063
11	0.0623853211009174
12	0.0648869113830182
13	0.0658082975679542
14	0.0590793765857195
15	0.0581778265642151
16	0.0636942675159236
17	0.065784638000735
18	0.0522778192681105
19	0.0610229276895944
20	0.0617789356159285
21	0.0509413067552602
22	0.0581190560056358
23	0.0623574144486692
24	0.0494406351497654
25	0.0625228519195612
