pos	5pC>T
1	0.389966762000464
2	0.192130812468063
3	0.0883957118675945
4	0.0858755069652619
5	0.0653887644178906
6	0.0580188679245283
7	0.044808545306418
8	0.0377997682089685
9	0.0404603160105946
10	0.0343386627906977
11	0.0353582687228423
12	0.0331788019270975
13	0.0381665449233017
14	0.0375054513737462
15	0.0367801405494205
16	0.035020168683535
17	0.0363555948695268
18	0.0401180485105598
19	0.0360805860805861
20	0.0339708322417256
21	0.0398266801880704
22	0.0389883126369613
23	0.042611622962438
24	0.0405853119823302
25	0.0444650301065308
