# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_dsLibs/input/FUM003.A0101.SG1.1_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	43	4
+	84	1
+	51	1
+	36	5
+	65	1
+	62	1
+	72	1
+	59	1
+	41	2
+	31	6
+	106	1
+	39	4
+	74	3
+	55	4
+	44	5
+	67	1
+	33	1
+	30	1
+	45	4
+	64	1
+	71	1
+	37	3
+	49	2
+	63	2
+	34	4
+	42	3
+	58	1
+	35	1
+	90	1
+	32	3
+	77	2
+	40	4
+	53	2
+	105	1
+	60	1
+	68	1
+	89	1
+	38	1
+	54	1
+	56	1
+	111	1
+	52	2
+	47	1
+	61	1
+	73	1
+	94	1
+	57	1
+	78	1
-	86	1
-	57	3
-	46	3
-	45	7
-	69	1
-	30	3
-	34	7
-	38	4
-	50	2
-	64	1
-	43	3
-	70	1
-	37	3
-	59	2
-	79	1
-	41	2
-	66	1
-	62	2
-	33	3
-	39	1
-	84	1
-	78	1
-	53	2
-	36	3
-	91	1
-	47	1
-	55	2
-	32	1
-	40	1
-	31	2
-	42	1
-	67	3
-	44	1
-	49	1
-	87	1
-	71	1
-	72	1
-	76	1
-	48	1
