pos	3pG>A
1	0.269182764851623
2	0.201432334540665
3	0.142848580504665
4	0.118704333216114
5	0.10133114966388
6	0.0860415766102095
7	0.0689717018732563
8	0.0588268524621034
9	0.053505642944857
10	0.0436616126944276
11	0.041605714611395
12	0.038448873651384
13	0.0327859109728798
14	0.0322830920616898
15	0.0296808058975646
16	0.0265906561761777
17	0.0278020599749154
18	0.0265744238032837
19	0.0239767117090537
20	0.0255933521789448
21	0.0240586380954223
22	0.0231047073142005
23	0.0237224530433284
24	0.0237473191655293
25	0.0216811870947209
