"","Position","C.T","G.A"
"1",1,0.822288544615795,0.298227684152561
"2",2,0.74172508999538,0.265945331034426
"3",3,0.641892122804854,0.217499664823375
"4",4,0.5294156289083,0.166977647343335
"5",5,0.413522325340504,0.125501484864917
"6",6,0.30516307360911,0.0943410189561741
"7",7,0.213119976572119,0.0715866760460126
"8",8,0.14209982367258,0.0541205802952027
"9",9,0.0918902805446567,0.0399203289310161
"10",10,0.0586196486160938,0.028397088265085
"11",11,0.037196847135892,0.0196442797033718
"12",12,0.0234142310581067,0.0134965033999774
"13",-12,0.0134454106556207,0.0234734778877684
"14",-11,0.0195105789245711,0.0373419207347494
"15",-10,0.0279857423314489,0.0590330419641216
"16",-9,0.039264370025684,0.0925225436129314
"17",-8,0.0533239955454719,0.142828733211186
"18",-7,0.0700951980508034,0.214300356351194
"19",-6,0.0909751212127612,0.307282544244822
"20",-5,0.117956563456327,0.417047810389338
"21",-4,0.151720494568628,0.53433937110855
"22",-3,0.192392999333096,0.64709533317619
"23",-2,0.236820995815674,0.74530159389438
"24",-1,0.279546923143238,0.823570653527911
