# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/out/GOY005.A0101.SG1.2_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	33	4301
+	41	2348
+	32	4426
+	45	2260
+	46	2036
+	47	1835
+	39	2820
+	34	4227
+	37	3407
+	50	1318
+	69	244
+	40	2584
+	42	3027
+	38	3085
+	49	1504
+	30	4445
+	57	634
+	43	2736
+	36	3623
+	59	542
+	53	953
+	56	755
+	74	136
+	48	1609
+	60	489
+	35	3978
+	31	4602
+	55	846
+	44	2427
+	72	182
+	58	557
+	52	1137
+	84	42
+	100	14
+	75	145
+	78	104
+	62	386
+	54	838
+	77	111
+	61	419
+	51	1259
+	80	112
+	110	4
+	68	294
+	64	419
+	94	20
+	76	166
+	67	323
+	101	14
+	103	7
+	65	408
+	102	16
+	63	359
+	89	35
+	82	71
+	85	47
+	95	18
+	92	42
+	66	306
+	71	178
+	96	25
+	88	37
+	91	23
+	90	33
+	70	205
+	73	170
+	107	8
+	83	65
+	114	9
+	87	36
+	86	42
+	79	96
+	28	4
+	115	6
+	81	67
+	93	31
+	99	11
+	97	11
+	109	8
+	123	3
+	126	3
+	116	2
+	98	9
+	122	3
+	117	4
+	119	3
+	118	6
+	111	5
+	29	10
+	112	9
+	104	6
+	113	6
+	108	11
+	124	1
+	121	3
+	105	2
+	128	1
+	131	2
+	130	1
+	106	4
+	134	1
+	120	1
+	133	1
+	127	1
+	137	1
+	129	1
-	44	2458
-	30	4364
-	40	2755
-	50	1370
-	62	428
-	43	2686
-	39	2918
-	42	2854
-	38	3176
-	55	853
-	41	2498
-	32	4463
-	33	4426
-	76	152
-	48	1671
-	68	296
-	56	747
-	45	2268
-	36	3650
-	34	4173
-	64	437
-	31	4431
-	37	3434
-	97	26
-	78	101
-	46	2058
-	35	3936
-	57	665
-	52	1129
-	71	213
-	65	367
-	47	1777
-	51	1224
-	59	529
-	63	386
-	74	159
-	66	340
-	61	387
-	72	193
-	90	53
-	54	922
-	75	146
-	53	959
-	70	223
-	60	473
-	49	1498
-	77	115
-	73	148
-	80	56
-	58	588
-	69	248
-	67	310
-	89	29
-	95	26
-	79	85
-	81	67
-	92	31
-	100	21
-	83	42
-	82	77
-	106	13
-	87	33
-	110	10
-	91	34
-	98	21
-	85	42
-	84	53
-	29	12
-	28	6
-	116	3
-	103	7
-	105	10
-	88	28
-	86	36
-	114	7
-	96	21
-	94	32
-	123	4
-	102	8
-	118	5
-	133	1
-	93	31
-	99	17
-	121	4
-	107	11
-	104	11
-	101	12
-	120	6
-	117	3
-	126	3
-	111	3
-	115	6
-	119	5
-	108	7
-	138	1
-	124	3
-	113	6
-	140	1
-	135	1
-	141	1
-	137	4
-	109	2
-	127	2
-	134	1
-	112	3
-	128	3
-	136	1
-	125	1
-	129	1
