pos	5pC>T
1	0.270776791608597
2	0.174750144052137
3	0.121574139142656
4	0.111423330601413
5	0.0975713677034512
6	0.0837154825005459
7	0.0668783488787458
8	0.0575164401157998
9	0.0523103918892572
10	0.0437705763357265
11	0.0432725594276483
12	0.0378843693047423
13	0.0329548381982839
14	0.0323152934892505
15	0.0314650173946656
16	0.0257931390250193
17	0.0271351972424358
18	0.0260921511571888
19	0.025183177166205
20	0.0253409069175895
21	0.0259611264752853
22	0.0233782813372696
23	0.0239119945961594
24	0.0248882089903507
25	0.0224624624624625
