pos	5pC>T
1	0.091534955880927
2	0.0544417414646422
3	0.0320978219335117
4	0.0425870460501685
5	0.0355347251810822
6	0.0340705882352941
7	0.0313929500403624
8	0.0305008944543828
9	0.034552471972064
10	0.0346884463613839
11	0.0325792645645908
12	0.0307123034227567
13	0.0321311475409836
14	0.0296396396396396
15	0.0314511679234872
16	0.0299569369032016
17	0.0293665853438149
18	0.0300401156824331
19	0.0303430079155673
20	0.0300891202682432
21	0.0304445274561076
22	0.0282051282051282
23	0.0317773788150808
24	0.0335582878801886
25	0.0331942336874052
