pos	3pG>A
1	0.0161530815109344
2	0.0149286741125733
3	0.0157524613220816
4	0.0167663391712943
5	0.0111794871794872
6	0.0143418467583497
7	0.0136125654450262
8	0.0128924932418382
9	0.0127846584099081
10	0.0125967991739804
11	0.010740589198036
12	0.0113333333333333
13	0.0134784345047923
14	0.0113591072140295
15	0.0115074798619102
16	0.0132568262762169
17	0.0126482988528287
18	0.012117769573038
19	0.0151126037139471
20	0.0113897492256969
21	0.0120148755602174
22	0.0131267272009475
23	0.0111099989990992
24	0.0128848886783515
25	0.0129386394824544
