# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_ssLibs/input/GOY006.A0102.SG1.5_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	31	1008
+	44	564
+	56	238
+	76	85
+	38	737
+	43	592
+	32	1036
+	39	668
+	41	600
+	36	820
+	35	954
+	40	650
+	34	929
+	30	1103
+	59	182
+	52	305
+	67	111
+	66	131
+	73	76
+	116	3
+	55	234
+	46	504
+	60	168
+	70	85
+	33	948
+	42	551
+	45	508
+	37	786
+	111	6
+	63	130
+	58	194
+	74	69
+	51	308
+	77	46
+	50	359
+	47	452
+	57	197
+	99	15
+	53	297
+	87	21
+	90	28
+	64	130
+	54	253
+	65	118
+	83	31
+	72	65
+	49	371
+	93	18
+	69	72
+	85	30
+	80	35
+	79	47
+	86	32
+	78	51
+	48	417
+	118	2
+	100	13
+	96	10
+	75	60
+	84	37
+	62	137
+	68	96
+	61	181
+	71	78
+	92	24
+	82	29
+	113	3
+	95	24
+	94	17
+	102	11
+	108	6
+	117	5
+	89	23
+	129	4
+	107	13
+	88	24
+	103	16
+	101	9
+	91	19
+	98	10
+	81	37
+	105	4
+	97	18
+	123	4
+	112	5
+	104	11
+	121	2
+	28	1
+	115	1
+	114	2
+	29	5
+	109	8
+	120	5
+	135	1
+	106	6
+	131	1
+	136	1
+	128	2
+	126	3
+	139	1
+	124	1
+	127	1
+	110	3
+	138	1
+	122	2
+	119	2
+	140	1
+	125	1
+	134	1
-	59	192
-	56	251
-	63	142
-	55	226
-	47	450
-	40	601
-	30	1126
-	41	597
-	33	987
-	35	876
-	45	505
-	43	600
-	36	802
-	32	1051
-	57	216
-	31	1034
-	37	773
-	39	624
-	38	797
-	68	106
-	77	57
-	50	355
-	70	82
-	86	25
-	34	956
-	42	634
-	53	290
-	137	2
-	66	118
-	46	448
-	48	375
-	52	277
-	51	343
-	89	26
-	54	265
-	60	193
-	62	148
-	67	96
-	69	87
-	87	18
-	58	175
-	125	4
-	49	373
-	65	140
-	44	523
-	84	38
-	76	94
-	83	29
-	79	39
-	72	73
-	61	162
-	140	1
-	71	69
-	92	16
-	95	13
-	75	59
-	73	61
-	88	24
-	100	10
-	106	11
-	96	17
-	82	38
-	64	113
-	101	16
-	85	29
-	81	31
-	78	37
-	98	11
-	93	17
-	80	36
-	110	5
-	102	15
-	74	57
-	103	6
-	97	16
-	104	9
-	94	18
-	91	19
-	90	14
-	127	2
-	108	7
-	99	13
-	115	5
-	139	1
-	129	3
-	120	3
-	107	8
-	105	5
-	118	2
-	131	2
-	109	6
-	126	3
-	111	3
-	124	1
-	121	2
-	119	2
-	128	1
-	29	1
-	116	4
-	117	4
-	135	2
-	134	3
-	114	1
-	123	2
-	141	2
-	113	2
-	133	1
-	130	1
-	112	1
-	136	1
