pos	3pG>A
1	0.0170630816959669
2	0.0179948586118252
3	0.0179354324432045
4	0.0199048031155344
5	0.0117749672917575
6	0.017174753112924
7	0.0196604110813226
8	0.0188927943760984
9	0.0187265917602996
10	0.0175879396984925
11	0.0157894736842105
12	0.0199918400652795
13	0.0159262363788768
14	0.0168539325842697
15	0.0176026823134954
16	0.0153518123667377
17	0.0193067134708205
18	0.0161877782274383
19	0.0202788339670469
20	0.0171232876712329
21	0.0197478991596639
22	0.0175664095972579
23	0.0108554059921841
24	0.0129345189975748
25	0.0198899703766399
