"","Position","C.T","G.A"
"1",1,0.869579492749807,0
"2",2,0.798224388255963,0
"3",3,0.702334023463624,0
"4",4,0.586704134654885,0
"5",5,0.464153575097121,0
"6",6,0.35077271585664,0
"7",7,0.258289852075109,0
"8",8,0.19028056214284,0
"9",9,0.143981541848391,0
"10",10,0.114093324091273,0
"11",11,0.0954554385660873,0
"12",12,0.0840826097712081,0
"13",-12,0.0840826097712081,0
"14",-11,0.0954554385660873,0
"15",-10,0.114093324091273,0
"16",-9,0.143981541848391,0
"17",-8,0.19028056214284,0
"18",-7,0.258289852075109,0
"19",-6,0.35077271585664,0
"20",-5,0.464153575097121,0
"21",-4,0.586704134654885,0
"22",-3,0.702334023463624,0
"23",-2,0.798224388255963,0
"24",-1,0.869579492749807,0
