pos	5pC>T
1	0.363964686998395
2	0.180522565320665
3	0.0849644128113879
4	0.103945693678405
5	0.0740597130670803
6	0.0565874730021598
7	0.0550614146548073
8	0.0404858299595142
9	0.0488322717622081
10	0.0379633765073694
11	0.0451270383010997
12	0.0402449693788276
13	0.0330062444246209
14	0.0392553622015378
15	0.0324189526184539
16	0.0395456457719815
17	0.0403063280935107
18	0.0408593091828138
19	0.0333614864864865
20	0.0338983050847458
21	0.0359408033826638
22	0.0404083368779243
23	0.0465595385249279
24	0.0562420110779719
25	0.0507399577167019
