"","Position","C.T","G.A"
"1",1,0.925161335228334,0
"2",2,0.913815441137973,0
"3",3,0.906720837805314,0
"4",4,0.901915064314185,0
"5",5,0.89846791093977,0
"6",6,0.895895672114592,0
"7",7,0.893917301491258,0
"8",8,0.892355400918651,0
"9",9,0.891093729312616,0
"10",10,0.890055404800034,0
"11",11,0.889188407213525,0
"12",12,0.888456468599391,0
"13",-12,0,0.885414263310786
"14",-11,0,0.886160832254569
"15",-10,0,0.887045454988025
"16",-9,0,0.888105211329834
"17",-8,0,0.889393187797457
"18",-7,0,0.890987767139814
"19",-6,0,0.893007586586994
"20",-5,0,0.89563432999364
"21",-4,0,0.899156480013271
"22",-3,0,0.904070401278857
"23",-2,0,0.911330018361395
"24",-1,0,0.922956854834064
