"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0507739052671411,0.122813907804924,0.465823932737929,0.520543686599838,5.34883779443134,-27.8354975253563
"Std.",0.0522212067126093,0.0758934979603477,0.2825275835429,0.27605323736381,9.20950960317509,1.2216289879081
"Acceptance ratio",0.27916,0.16014,0.29206,0.16264,0.65462,0.89578
"0%",0.000303917901132405,2.21093952516294e-05,2.77370721799008e-05,0.000209716103880542,0.0273838115378984,-38.7437745570069
"2.5%",0.00196178749523104,0.0112105105865899,0.0224603936664623,0.0464991903224116,0.225597094910581,-30.9314500056611
"5%",0.00318100355971867,0.0208427958697666,0.0456600094724747,0.0834145401084087,0.297190413113071,-30.1596079581577
"7.5%",0.00421802927137054,0.0272590206659904,0.0660641034168583,0.11547890251489,0.370769226235485,-29.7166446903941
"10%",0.00622942610900279,0.0347616058065486,0.0892369177836874,0.142984647974613,0.432941955774863,-29.4208466631242
"12.5%",0.00739556846995594,0.0406824929017739,0.110148564463973,0.166868106256431,0.502451988272033,-29.1691173301149
"15%",0.00836673198124265,0.0464480694175361,0.130497761674019,0.193052483567812,0.567915705863479,-28.9816395287971
"17.5%",0.0100749370186365,0.0516618192011184,0.155376804623169,0.216095872994874,0.638567275780979,-28.8322127996719
"20%",0.0111318777231791,0.056173464603249,0.177471393581155,0.241607649962096,0.706775500114554,-28.6869063852529
"22.5%",0.0126317866197605,0.0616903578189815,0.198351249980681,0.264396729056476,0.77411545598712,-28.5503479824176
"25%",0.0143459894686011,0.066642231560021,0.221048680428518,0.287796111994073,0.848518043131373,-28.432139684059
"27.5%",0.016008856944217,0.0712764959534449,0.245513465900836,0.310731767424043,0.928839725230041,-28.3210084590294
"30%",0.0174416329534525,0.0757227979841425,0.26762929110903,0.33515770817804,1.00348826728885,-28.2150261877764
"32.5%",0.0194741468607847,0.0806759015810769,0.292905840533325,0.358416389129747,1.09695036614366,-28.1214664452428
"35%",0.0215418629633419,0.084704507550995,0.316191660129594,0.380967627863847,1.18917489343691,-28.0296518652515
"37.5%",0.0236555305062354,0.0892209460621622,0.336306070788353,0.404526070085315,1.28898932846677,-27.9468950452935
"40%",0.0257525772744735,0.093523864491549,0.357569324885418,0.428624692839079,1.40184361871494,-27.858121961862
"42.5%",0.0274136547599317,0.0975632569807399,0.378085135907795,0.451734153888682,1.51334386452724,-27.7772369478419
"45%",0.0294820311742138,0.1017828971133,0.40214524053809,0.47262759413443,1.62795600124127,-27.6981336532523
"47.5%",0.0318825168511614,0.106594864076825,0.427092027264872,0.493154588002076,1.74901021720942,-27.6279062939247
"50%",0.0344918350927152,0.111129435237992,0.448340887791438,0.517036915548334,1.88667919003733,-27.5555216843898
"52.5%",0.0368110277837848,0.116037354032177,0.473086401583425,0.541975270154876,2.03714100471138,-27.4855052355535
"55%",0.0393299445742716,0.120075189417289,0.495770565298252,0.568384824160851,2.20981731959457,-27.4197837631077
"57.5%",0.0421952481456306,0.124988545555778,0.519805353587731,0.591135362425799,2.39455503180962,-27.3522465143441
"60%",0.0451124885022352,0.130019288269974,0.546554443040196,0.611564864016313,2.62169392847093,-27.2875756038443
"62.5%",0.0483478833541376,0.135394282462096,0.57212355458396,0.637117738500272,2.87325760066332,-27.2242937609944
"65%",0.051889710650453,0.141126094161044,0.594249723477257,0.66169902671158,3.16652182353637,-27.1627344843611
"67.5%",0.055770718416979,0.147344985353306,0.618711077717185,0.68312520366248,3.50817913377504,-27.1012587621582
"70%",0.0594964523510028,0.15435781677589,0.647523790507137,0.706767893270379,3.92137080051609,-27.0443714281362
"72.5%",0.0636389238515668,0.160556090344754,0.672483094032812,0.733168094256345,4.43419033688812,-26.987789932218
"75%",0.0685004131515366,0.166915133655878,0.70022958215063,0.76078334412959,5.04495225999381,-26.9341391177155
"77.5%",0.0740373327676909,0.175416570500611,0.729685906891146,0.783927102814612,5.7914724360453,-26.8824837013132
"80%",0.0805428110813997,0.182807632225852,0.756315046841874,0.80817631697755,6.70582152310635,-26.827052367608
"82.5%",0.087968269463064,0.191318100501659,0.784340874879082,0.832536073594406,7.88142984532016,-26.7686941924861
"85%",0.0968880095750096,0.199573519382737,0.814697784742643,0.855289808692081,9.35675366144999,-26.7110527570636
"87.5%",0.106375790104086,0.211230631758081,0.846434118756079,0.880779387733584,11.2338197016455,-26.6516248265528
"90%",0.118405633117333,0.223969118857694,0.871607946553908,0.904541556549826,13.6444042362647,-26.5881989946076
"92.5%",0.134587898723092,0.24091258219093,0.901993823865394,0.926720832907424,17.3137011647344,-26.5263033997345
"95%",0.155837138980241,0.265330275547664,0.934440169588874,0.948163747853407,25.1205398268122,-26.4564743103065
"97.5%",0.193938859412316,0.304220257963652,0.965225828194327,0.973990888171581,38.7184544659199,-26.3782408331248
"100%",0.591481288564832,0.717652062701195,0.999937557669939,0.999942471028956,60.144693967644,-25.9598861821892
