pos	5pC>T
1	0.31419421539703
2	0.156935589136001
3	0.078224785104147
4	0.0612803361158715
5	0.0503895201706942
6	0.042964228628121
7	0.0363262508567512
8	0.0335075465246911
9	0.0308136211448948
10	0.0295758169401137
11	0.0291883842144453
12	0.0280035888094397
13	0.0253970857595888
14	0.0270918304288716
15	0.0272462505784044
16	0.0261701605648393
17	0.0262455405034553
18	0.02501285834168
19	0.0246752540898962
20	0.0235071937976791
21	0.0209885640983651
22	0.021941160296948
23	0.0233301693560474
24	0.020825351650156
25	0.0207366226546213
