"","Position","C.T","G.A"
"1",1,0.841009191123777,0.234215219015426
"2",2,0.707135457767695,0.243111486659183
"3",3,0.52440813959521,0.190244611612127
"4",4,0.337198355284914,0.126833178717789
"5",5,0.191606276591682,0.0764506973993858
"6",6,0.0999886671434937,0.0433496726716343
"7",7,0.0497293186527271,0.0236286671308752
"8",8,0.0241140545870898,0.0126099796825508
"9",9,0.0116618194819085,0.00654658407680119
"10",10,0.00567830768040907,0.00333365600535538
"11",11,0.00277848493864732,0.00170355910684756
"12",12,0.00137327452518325,0.000886142744853036
"13",-12,0.00082600280751824,0.00143534343937939
"14",-11,0.00156066843954991,0.00292546250784274
"15",-10,0.00304844636776377,0.00597157591961967
"16",-9,0.00606256775348012,0.0121606853346557
"17",-8,0.0117938686384345,0.0249542471034575
"18",-7,0.0223734102324444,0.0510120673341583
"19",-6,0.0414583438590413,0.101855890633798
"20",-5,0.0730786984802641,0.194546609365427
"21",-4,0.120149826513463,0.341587002421337
"22",-3,0.177878473478037,0.529290158442399
"23",-2,0.225102604635998,0.710396805056008
"24",-1,0.21799574761654,0.842147696250817
