# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_dsLibs/input/FUM002.A0101.SG1.1_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	43	2031
+	30	2851
+	44	1680
+	60	435
+	33	2615
+	41	1369
+	36	2171
+	32	2644
+	64	451
+	38	1800
+	50	960
+	42	2083
+	52	930
+	56	594
+	37	2033
+	66	369
+	61	366
+	96	42
+	57	532
+	39	1664
+	65	399
+	31	2949
+	48	1198
+	70	293
+	67	321
+	51	975
+	62	342
+	46	1522
+	34	2563
+	59	420
+	49	1163
+	99	37
+	119	10
+	40	1635
+	77	146
+	76	349
+	55	686
+	53	707
+	80	94
+	63	295
+	69	271
+	58	534
+	47	1315
+	82	87
+	54	747
+	90	68
+	35	2307
+	78	147
+	104	21
+	45	1637
+	74	189
+	100	25
+	91	58
+	68	296
+	97	43
+	81	78
+	75	198
+	112	13
+	72	208
+	73	205
+	71	251
+	88	50
+	29	15
+	106	19
+	126	6
+	120	10
+	86	65
+	94	35
+	95	43
+	79	104
+	103	20
+	98	33
+	105	21
+	83	74
+	84	74
+	123	8
+	85	62
+	134	1
+	107	15
+	93	56
+	87	53
+	102	31
+	92	59
+	110	16
+	111	16
+	141	1
+	125	3
+	89	45
+	129	4
+	101	22
+	117	12
+	108	5
+	116	8
+	114	12
+	139	5
+	118	9
+	109	13
+	122	8
+	115	9
+	113	10
+	130	6
+	121	9
+	137	4
+	135	5
+	127	2
+	131	3
+	124	4
+	132	2
+	27	1
+	28	2
+	128	3
+	138	1
+	133	3
-	35	2328
-	33	2624
-	38	1754
-	40	1657
-	42	2102
-	30	2865
-	37	2045
-	50	1018
-	43	2001
-	32	2710
-	41	1352
-	45	1619
-	123	9
-	86	53
-	48	1254
-	59	421
-	68	291
-	34	2607
-	61	374
-	53	759
-	36	2144
-	63	365
-	46	1565
-	55	666
-	75	194
-	93	52
-	39	1744
-	83	73
-	109	19
-	67	357
-	64	424
-	66	385
-	65	395
-	100	29
-	47	1332
-	54	683
-	52	925
-	44	1731
-	60	439
-	49	1216
-	87	63
-	80	89
-	57	551
-	91	62
-	82	96
-	97	38
-	31	2788
-	106	21
-	92	50
-	116	11
-	98	35
-	77	147
-	51	920
-	58	514
-	95	32
-	73	203
-	76	344
-	70	243
-	74	207
-	62	357
-	78	132
-	56	536
-	85	59
-	71	216
-	72	213
-	81	110
-	114	4
-	117	8
-	111	14
-	69	267
-	96	38
-	99	25
-	88	48
-	89	52
-	84	61
-	79	105
-	120	8
-	105	20
-	102	21
-	103	32
-	94	52
-	29	20
-	104	21
-	90	58
-	124	7
-	141	2
-	135	2
-	121	14
-	101	25
-	129	3
-	118	9
-	115	8
-	127	2
-	132	2
-	119	10
-	122	9
-	108	15
-	107	15
-	128	3
-	110	10
-	134	5
-	28	3
-	140	1
-	131	2
-	113	7
-	112	14
-	126	5
-	137	1
-	139	3
-	133	1
-	130	1
-	125	2
-	138	2
-	136	2
-	27	1
