"","Position","C.T","G.A"
"1",1,0.827163779741482,0
"2",2,0.77112420915282,0
"3",3,0.705464061144787,0
"4",4,0.633095267061827,0
"5",5,0.558515167997068,0
"6",6,0.486791383946458,0
"7",7,0.422256477196237,0
"8",8,0.367575138538402,0
"9",9,0.323551398706764,0
"10",10,0.289543416197138,0
"11",11,0.26410186553907,0
"12",12,0.245521938219549,0
"13",-12,0.245521938219549,0
"14",-11,0.26410186553907,0
"15",-10,0.289543416197138,0
"16",-9,0.323551398706764,0
"17",-8,0.367575138538402,0
"18",-7,0.422256477196237,0
"19",-6,0.486791383946458,0
"20",-5,0.558515167997068,0
"21",-4,0.633095267061827,0
"22",-3,0.705464061144787,0
"23",-2,0.77112420915282,0
"24",-1,0.827163779741482,0
