pos	5pC>T
1	0.307817608526185
2	0.165716705580735
3	0.0914013043656599
4	0.113766273008838
5	0.0839838038465864
6	0.0850215560931439
7	0.0661352119639105
8	0.0595388349514563
9	0.0624891904476818
10	0.0531529052752695
11	0.0497022499246936
12	0.0480068412051046
13	0.0481478664334069
14	0.0465802658669237
15	0.0447112561174551
16	0.0432373341375151
17	0.0429033101252287
18	0.0432513049962714
19	0.0419289867372661
20	0.0439901304194572
21	0.042908610232751
22	0.0463726741028005
23	0.0484556261039767
24	0.0498342803030303
25	0.0503737242155586
